director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
Dave Payne,Mircea Monroe,Lew Temple,English,USA,Horror Thriller,no man's land: the rise of reeker,Dave Payne Mircea Monroe Lew Temple Horror Thriller no man's land: the rise of reeker
James Cox,Jake Gyllenhaal,M.C. Gainey,English,USA,Crime Drama,highway,James Cox Jake Gyllenhaal M.C. Gainey Crime Drama highway
Jonas Åkerlund,Noel Gugliemi,Saffron Burrows,English,USA,Comedy Crime Drama,small apartments,Jonas Åkerlund Noel Gugliemi Saffron Burrows Comedy Crime Drama small apartments
Brad Copeland,Sunil Narkar,Ben Schwartz,English,USA,Comedy,coffee town,Brad Copeland Sunil Narkar Ben Schwartz Comedy coffee town
Paul Bunnell,Kate Maberly,Kevin McCarthy,English,USA,Comedy Fantasy Musical Sci-Fi,the ghastly love of johnny x,Paul Bunnell Kate Maberly Kevin McCarthy Comedy Fantasy Musical Sci-Fi the ghastly love of johnny x
Phil Morrison,Sally Hawkins,Curtiss Cook,English,USA,Comedy Drama,all is bright,Phil Morrison Sally Hawkins Curtiss Cook Comedy Drama all is bright
Harald Reinl,Christopher Lee,Lex Barker,German,West Germany,Horror Mystery,the torture chamber of dr. sadism,Harald Reinl Christopher Lee Lex Barker Horror Mystery the torture chamber of dr. sadism
James Cox,Jon Mack,Powers Boothe,English,USA,Comedy Drama,straight a's,James Cox Jon Mack Powers Boothe Comedy Drama straight a's
Richard Lester,Buster Keaton,Zero Mostel,English,USA,Comedy Musical,a funny thing happened on the way to the forum,Richard Lester Buster Keaton Zero Mostel Comedy Musical a funny thing happened on the way to the forum
Michael Moore,Michael Moore,Eddie Vedder,English,USA,Documentary,slacker uprising,Michael Moore Michael Moore Eddie Vedder Documentary slacker uprising
Tanner Beard,William McNamara,Kevin Alejandro,English,USA,Action Adventure History Western,the legend of hell's gate: an american conspiracy,Tanner Beard William McNamara Kevin Alejandro Action Adventure History Western the legend of hell's gate: an american conspiracy
Scott Dow,Trenton Rostedt,Wray Crawford,English,USA,Comedy Horror,the walking deceased,Scott Dow Trenton Rostedt Wray Crawford Comedy Horror the walking deceased
Derick Martini,Kevin Zegers,Bella Heathcote,English,USA,Drama Horror Mystery Thriller,the curse of downers grove,Derick Martini Kevin Zegers Bella Heathcote Drama Horror Mystery Thriller the curse of downers grove
Jerry Dugan,Melissa Bolona,Michael Aaron Milligan,English,USA,Thriller,shark lake,Jerry Dugan Melissa Bolona Michael Aaron Milligan Thriller shark lake
Tim Hunter,Keanu Reeves,Daniel Roebuck,English,USA,Crime Drama,river's edge,Tim Hunter Keanu Reeves Daniel Roebuck Crime Drama river's edge
Michael Polish,Peter Coyote,Anthony Edwards,English,USA,Drama Fantasy,northfork,Michael Polish Peter Coyote Anthony Edwards Drama Fantasy northfork
William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,English,USA,Action Thriller,the marine 4: moving target,William Kaufman Paul McGillion Mike 'The Miz' Mizanin Action Thriller the marine 4: moving target
Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,English,Spain,Drama Mystery Thriller,buried,Rodrigo Cortés Ryan Reynolds Samantha Mathis Drama Mystery Thriller buried
Richard Ayoade,Craig Roberts,Paddy Considine,English,UK,Comedy Drama Romance,submarine,Richard Ayoade Craig Roberts Paddy Considine Comedy Drama Romance submarine
Jehane Noujaim,Khalid Abdalla,Ahmed Hassan,Arabic,Egypt,Documentary Drama History News,the square,Jehane Noujaim Khalid Abdalla Ahmed Hassan Documentary Drama History News the square
Pascal Arnold,Karl E. Landler,Lizzie Brocheré,French,France,Drama,one to another,Pascal Arnold Karl E. Landler Lizzie Brocheré Drama one to another
Kimberly Peirce,Chloë Grace Moretz,Judy Greer,English,USA,Drama Fantasy Horror,carrie,Kimberly Peirce Chloë Grace Moretz Judy Greer Drama Fantasy Horror carrie
Remo,Lauren Gottlieb,Remo,Hindi,India,Drama Musical,abcd (any body can dance),Remo Lauren Gottlieb Remo Drama Musical abcd (any body can dance)
Wes Craven,Johnny Depp,Lin Shaye,English,USA,Horror,a nightmare on elm street,Wes Craven Johnny Depp Lin Shaye Horror a nightmare on elm street
James Marsh,Paul McGill,Philippe Petit,English,UK,Biography Crime Documentary History Thriller,man on wire,James Marsh Paul McGill Philippe Petit Biography Crime Documentary History Thriller man on wire
John Laing,Siobhan Marshall,Peter Feeney,English,New Zealand,Drama,abandoned,John Laing Siobhan Marshall Peter Feeney Drama abandoned
Jamal Hill,Logan Browning,Adam Ratcliffe,English,USA,Drama,brotherly love,Jamal Hill Logan Browning Adam Ratcliffe Drama brotherly love
Daniel Stamm,Caleb Landry Jones,Ashley Bell,English,France,Drama Horror Thriller,the last exorcism,Daniel Stamm Caleb Landry Jones Ashley Bell Drama Horror Thriller the last exorcism
Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,English,UK,Biography Drama Music,nowhere boy,Sam Taylor-Johnson Kristin Scott Thomas Ophelia Lovibond Biography Drama Music nowhere boy
Elia Kazan,Marlon Brando,Karl Malden,English,USA,Drama,a streetcar named desire,Elia Kazan Marlon Brando Karl Malden Drama a streetcar named desire
Stanley Kubrick,George C. Scott,Slim Pickens,English,USA,Comedy,dr. strangelove or: how i learned to stop worrying and love the bomb,Stanley Kubrick George C. Scott Slim Pickens Comedy dr. strangelove or: how i learned to stop worrying and love the bomb
Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Spanish,Mexico,Drama Romance,el crimen del padre amaro,Carlos Carrera Damián Alcázar Ana Claudia Talancón Drama Romance el crimen del padre amaro
Benh Zeitlin,Quvenzhané Wallis,Gina Montana,English,USA,Drama Fantasy,beasts of the southern wild,Benh Zeitlin Quvenzhané Wallis Gina Montana Drama Fantasy beasts of the southern wild
J. Lee Thompson,Roddy McDowall,Paul Williams,English,USA,Action Sci-Fi,battle for the planet of the apes,J. Lee Thompson Roddy McDowall Paul Williams Action Sci-Fi battle for the planet of the apes
Maggie Greenwald,Aidan Quinn,David Patrick Kelly,English,USA,Drama Music,songcatcher,Maggie Greenwald Aidan Quinn David Patrick Kelly Drama Music songcatcher
Vera Farmiga,Donna Murphy,Bill Irwin,English,USA,Drama,higher ground,Vera Farmiga Donna Murphy Bill Irwin Drama higher ground
Vijay Chandar,Hansika Motwani,T.R. Silambarasan,Tamil,India,Comedy Romance,vaalu,Vijay Chandar Hansika Motwani T.R. Silambarasan Comedy Romance vaalu
Morgan Spurlock,Quentin Tarantino,J.J. Abrams,English,USA,Comedy Documentary,the greatest movie ever sold,Morgan Spurlock Quentin Tarantino J.J. Abrams Comedy Documentary the greatest movie ever sold
Jonathan Wacks,Steve Buscemi,Gary Farmer,English,USA,Comedy Horror,ed and his dead mother,Jonathan Wacks Steve Buscemi Gary Farmer Comedy Horror ed and his dead mother
Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Dzongkha,Australia,Adventure Drama,travelers and magicians,Khyentse Norbu Tshewang Dendup Lhakpa Dorji Adventure Drama travelers and magicians
Ted Post,Clint Eastwood,Bruce Dern,English,USA,Western,hang 'em high,Ted Post Clint Eastwood Bruce Dern Western hang 'em high
Richard Brooks,Humphrey Bogart,Jim Backus,English,USA,Crime Drama Film-Noir,deadline - u.s.a.,Richard Brooks Humphrey Bogart Jim Backus Crime Drama Film-Noir deadline - u.s.a.
Tony Krantz,George Newbern,Tom Cavanagh,English,USA,Horror Thriller,sublime,Tony Krantz George Newbern Tom Cavanagh Horror Thriller sublime
Mitchell Altieri,Kimberley Crossman,Luke Edwards,English,USA,Comedy Horror Thriller,a beginner's guide to snuff,Mitchell Altieri Kimberley Crossman Luke Edwards Comedy Horror Thriller a beginner's guide to snuff
W.D. Hogan,Tom Everett Scott,Keenan Tracey,English,Canada,Action Sci-Fi,independence daysaster,W.D. Hogan Tom Everett Scott Keenan Tracey Action Sci-Fi independence daysaster
Corey Grant,Christian Keyes,Essence Atkins,English,USA,Comedy Drama,dysfunctional friends,Corey Grant Christian Keyes Essence Atkins Comedy Drama dysfunctional friends
Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,German,Germany,Crime Drama,run lola run,Tom Tykwer Moritz Bleibtreu Ludger Pistor Crime Drama run lola run
Lucky McKee,James Duval,Will Estes,English,USA,Drama Horror,may,Lucky McKee James Duval Will Estes Drama Horror may
Richard Boddington,Natasha Henstridge,CJ Adams,English,Canada,Adventure Family,against the wild,Richard Boddington Natasha Henstridge CJ Adams Adventure Family against the wild
David Hunt,Matthew Alan,Chris Cleveland,English,USA,Horror,living dark: the story of ted the caver,David Hunt Matthew Alan Chris Cleveland Horror living dark: the story of ted the caver
Patricia Riggen,America Ferrera,Eugenio Derbez,Spanish,Mexico,Adventure Drama,under the same moon,Patricia Riggen America Ferrera Eugenio Derbez Adventure Drama under the same moon
J. Lee Thompson,Roddy McDowall,Gordon Jump,English,USA,Action Sci-Fi,conquest of the planet of the apes,J. Lee Thompson Roddy McDowall Gordon Jump Action Sci-Fi conquest of the planet of the apes
Todd Field,Tom Wilkinson,Sissy Spacek,English,USA,Crime Drama,in the bedroom,Todd Field Tom Wilkinson Sissy Spacek Crime Drama in the bedroom
Steven R. Monroe,Sarah Butler,Chad Lindberg,English,USA,Horror Thriller,i spit on your grave,Steven R. Monroe Sarah Butler Chad Lindberg Horror Thriller i spit on your grave
Mark Illsley,Ally Walker,Illeana Douglas,English,USA,Comedy Crime Romance,"happy, texas","Mark Illsley Ally Walker Illeana Douglas Comedy Crime Romance happy, texas"
Pawel Pawlikowski,Paddy Considine,Natalie Press,English,UK,Drama Romance,my summer of love,Pawel Pawlikowski Paddy Considine Natalie Press Drama Romance my summer of love
Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Hindi,India,Drama Romance,the lunchbox,Ritesh Batra Nawazuddin Siddiqui Nimrat Kaur Drama Romance the lunchbox
Sally Potter,Shirley Henderson,Joan Allen,English,UK,Drama Romance,yes,Sally Potter Shirley Henderson Joan Allen Drama Romance yes
Frank Capra,Jean Arthur,Ann Miller,English,USA,Comedy Drama Romance,you can't take it with you,Frank Capra Jean Arthur Ann Miller Comedy Drama Romance you can't take it with you
Fred Zinnemann,Montgomery Clift,Donna Reed,English,USA,Drama Romance War,from here to eternity,Fred Zinnemann Montgomery Clift Donna Reed Drama Romance War from here to eternity
John Ford,Harry Carey Jr.,Ben Johnson,English,USA,Western,she wore a yellow ribbon,John Ford Harry Carey Jr. Ben Johnson Western she wore a yellow ribbon
Brad J. Silverman,Shawnee Smith,Michael Welch,English,USA,Drama Music,grace unplugged,Brad J. Silverman Shawnee Smith Michael Welch Drama Music grace unplugged
Dave Meyers,Eddie Griffin,Clifton Powell,English,USA,Comedy Drama,foolish,Dave Meyers Eddie Griffin Clifton Powell Comedy Drama foolish
David M. Matthews,Essence Atkins,Lamman Rucker,English,USA,Crime Drama Thriller,n-secure,David M. Matthews Essence Atkins Lamman Rucker Crime Drama Thriller n-secure
Nadine Labaki,Yasmine Al Massri,Adel Karam,Arabic,France,Comedy Drama Romance,caramel,Nadine Labaki Yasmine Al Massri Adel Karam Comedy Drama Romance caramel
Lluís Quílez,Stephen Rea,Pixie Davies,English,USA,Horror Thriller,out of the dark,Lluís Quílez Stephen Rea Pixie Davies Horror Thriller out of the dark
Eytan Fox,Ohad Knoller,Lior Ashkenazi,Hebrew,Israel,Comedy Drama Romance,the bubble,Eytan Fox Ohad Knoller Lior Ashkenazi Comedy Drama Romance the bubble
Francis Ford Coppola,Harrison Ford,Teri Garr,English,USA,Drama Mystery Thriller,the conversation,Francis Ford Coppola Harrison Ford Teri Garr Drama Mystery Thriller the conversation
Romesh Sharma,Annabelle Wallis,Revathy,English,India,Romance,dil jo bhi kahey...,Romesh Sharma Annabelle Wallis Revathy Romance dil jo bhi kahey...
François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,French,France,Crime Drama Romance,mississippi mermaid,François Truffaut Catherine Deneuve Jean-Paul Belmondo Crime Drama Romance mississippi mermaid
Adam Goldberg,Judy Greer,Marisa Coughlan,English,USA,Drama Mystery,i love your work,Adam Goldberg Judy Greer Marisa Coughlan Drama Mystery i love your work
Travis Zariwny,Dustin Ingram,Gage Golightly,English,USA,Horror,cabin fever,Travis Zariwny Dustin Ingram Gage Golightly Horror cabin fever
Zack Snyder,Ty Burrell,Kevin Zegers,English,USA,Action Horror Thriller,dawn of the dead,Zack Snyder Ty Burrell Kevin Zegers Action Horror Thriller dawn of the dead
Adrienne Shelly,Lew Temple,Cheryl Hines,English,USA,Comedy Drama Romance,waitress,Adrienne Shelly Lew Temple Cheryl Hines Comedy Drama Romance waitress
Newt Arnold,Bolo Yeung,Donald Gibb,English,USA,Action Biography Drama Sport,bloodsport,Newt Arnold Bolo Yeung Donald Gibb Action Biography Drama Sport bloodsport
Frank Capra,Claude Rains,Jean Arthur,English,USA,Comedy Drama,mr. smith goes to washington,Frank Capra Claude Rains Jean Arthur Comedy Drama mr. smith goes to washington
Larry Clark,Rosario Dawson,Leo Fitzpatrick,English,USA,Drama,kids,Larry Clark Rosario Dawson Leo Fitzpatrick Drama kids
Noah Baumbach,William Baldwin,Elizabeth Meriwether,English,USA,Comedy Drama,the squid and the whale,Noah Baumbach William Baldwin Elizabeth Meriwether Comedy Drama the squid and the whale
Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,English,USA,Comedy Drama Romance,kissing jessica stein,Charles Herman-Wurmfeld Scott Cohen Jennifer Westfeldt Comedy Drama Romance kissing jessica stein
Yimou Zhang,Honglei Sun,Ni Yan,Mandarin,China,Comedy Drama,"a woman, a gun and a noodle shop","Yimou Zhang Honglei Sun Ni Yan Comedy Drama a woman, a gun and a noodle shop"
John Stockwell,Matthew Ziff,T.J. Storm,unknown,USA,Action,kickboxer: vengeance,John Stockwell Matthew Ziff T.J. Storm Action kickboxer: vengeance
Alfred Hitchcock,Norman Lloyd,Rhonda Fleming,English,USA,Film-Noir Mystery Romance Thriller,spellbound,Alfred Hitchcock Norman Lloyd Rhonda Fleming Film-Noir Mystery Romance Thriller spellbound
Atom Egoyan,Bruce Greenwood,Mia Kirshner,English,Canada,Drama Mystery Romance,exotica,Atom Egoyan Bruce Greenwood Mia Kirshner Drama Mystery Romance exotica
Vincent Gallo,Anjelica Huston,Vincent Gallo,English,USA,Comedy Crime Drama Romance,buffalo '66,Vincent Gallo Anjelica Huston Vincent Gallo Comedy Crime Drama Romance buffalo '66
James Wan,Lin Shaye,Barbara Hershey,English,USA,Fantasy Horror Mystery Thriller,insidious,James Wan Lin Shaye Barbara Hershey Fantasy Horror Mystery Thriller insidious
Alex Cox,Del Zamora,Tracey Walter,English,USA,Comedy Crime Sci-Fi Thriller,repo man,Alex Cox Del Zamora Tracey Walter Comedy Crime Sci-Fi Thriller repo man
Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Spanish,Argentina,Crime Drama Thriller,nine queens,Fabián Bielinsky Ricardo Darín Gastón Pauls Crime Drama Thriller nine queens
Dror Moreh,Ami Ayalon,Yuval Diskin,Hebrew,Israel,Documentary War,the gatekeepers,Dror Moreh Ami Ayalon Yuval Diskin Documentary War the gatekeepers
Rebecca Miller,Beau Bridges,Susanna Thompson,English,USA,Drama,the ballad of jack and rose,Rebecca Miller Beau Bridges Susanna Thompson Drama the ballad of jack and rose
Maggie Carey,Donald Glover,Alia Shawkat,English,USA,Comedy Romance,the to do list,Maggie Carey Donald Glover Alia Shawkat Comedy Romance the to do list
Roger Avary,Eric Stoltz,Salvator Xuereb,English,France,Crime Drama Thriller,killing zoe,Roger Avary Eric Stoltz Salvator Xuereb Crime Drama Thriller killing zoe
Henry Bean,Ryan Gosling,Theresa Russell,English,USA,Drama,the believer,Henry Bean Ryan Gosling Theresa Russell Drama the believer
David Gordon Green,Michael Angarano,Connor Paolo,English,USA,Drama Romance,snow angels,David Gordon Green Michael Angarano Connor Paolo Drama Romance snow angels
Simeon Rice,Ward G. Smith,Lisa Brave,English,USA,Action Horror Thriller,unsullied,Simeon Rice Ward G. Smith Lisa Brave Action Horror Thriller unsullied
Brad Anderson,Paul Guilfoyle,Brendan Sexton III,English,USA,Horror Mystery,session 9,Brad Anderson Paul Guilfoyle Brendan Sexton III Horror Mystery session 9
Jeff Garlin,Jessy Schram,Jeff Garlin,English,USA,Comedy Romance,i want someone to eat cheese with,Jeff Garlin Jessy Schram Jeff Garlin Comedy Romance i want someone to eat cheese with
Qasim Basir,Dorian Missick,Nia Long,English,USA,Drama Family,mooz-lum,Qasim Basir Dorian Missick Nia Long Drama Family mooz-lum
Adam Green,Joel David Moore,Kane Hodder,English,USA,Comedy Horror,hatchet,Adam Green Joel David Moore Kane Hodder Comedy Horror hatchet
Charles Chaplin,Paulette Goddard,Stanley Blystone,English,USA,Comedy Drama Family,modern times,Charles Chaplin Paulette Goddard Stanley Blystone Comedy Drama Family modern times
Pete Jones,Brian Dennehy,Aidan Quinn,English,USA,Drama,stolen summer,Pete Jones Brian Dennehy Aidan Quinn Drama stolen summer
Bruce Campbell,Ted Raimi,Dan Hicks,English,USA,Comedy Fantasy,my name is bruce,Bruce Campbell Ted Raimi Dan Hicks Comedy Fantasy my name is bruce
Mark Brown,Vivica A. Fox,Monica Calhoun,English,USA,Comedy Drama,the salon,Mark Brown Vivica A. Fox Monica Calhoun Comedy Drama the salon
Adam Carolla,Jay Mohr,Jim O'Heir,English,USA,Comedy,road hard,Adam Carolla Jay Mohr Jim O'Heir Comedy road hard
Ira Sachs,Rip Torn,Jenny O'Hara,English,USA,Drama Music Romance,forty shades of blue,Ira Sachs Rip Torn Jenny O'Hara Drama Music Romance forty shades of blue
John Sayles,Brian Lee Franklin,John Arcilla,English,USA,Drama War,amigo,John Sayles Brian Lee Franklin John Arcilla Drama War amigo
